city_id,county_id,state_id,name,lat,lon
426,89,3,"Pine mountain",34.5715217590332,-93.1749420166016
427,128,4,"Prescott valley",34.5859985351563,-112.322906494141
428,129,4,Globe,33.3957595825195,-110.789123535156
429,130,4,"Fort mohave",35.000389,-114.574849
430,131,4,Sedona,34.8659706115723,-111.763809204102
431,132,4,Tucson,32.221549987793,-110.969749450684
432,133,4,"Glendale (luke airforce base)",33.5385818481445,-112.186279296875
433,128,4,"Camp verde",34.569405,-111.857014
434,133,4,Tempe,33.4255104064941,-111.937423706055
435,131,4,Flagstaff,35.1982002258301,-111.651298522949
436,134,4,"San tan valley",33.189513,-111.547447
437,133,4,"Queen creek",33.2446708679199,-111.634521484375
438,133,4,Chandler,33.3033790588379,-111.840827941895
439,134,4,"Gold canyon",33.371483,-111.436942
440,133,4,Phoenix,33.4482612609863,-112.07576751709
441,133,4,"Cave creek",33.836205,-111.982191
442,130,4,"Golden valley",35.206066,-114.232753
443,130,4,Kingman,35.1888198852539,-114.05542755127
444,129,4,"Globe/miami (between)",33.4057006835938,-110.84065246582
445,-1,4,"Grand canyon (north rim)",36.0440213,-112.1263605
446,135,4,Amado,31.697358,-111.060803
447,133,4,Mesa,33.4170417785645,-111.83145904541
448,136,4,Snowflake,34.518972,-110.089988
449,128,4,Cottonwood,34.719747,-112.001252
450,133,4,"Litchfield park",33.501761,-112.35947
451,130,4,"Lake havasu city",34.501576,-114.314853
452,133,4,"Gila bend (west of)",32.9472618103027,-112.717216491699
453,128,4,"Yavapai (bloody basin road)",34.5998916625977,-112.553871154785
454,133,4,"Sun city",33.6006889343262,-112.282890319824
455,137,4,Benson,31.9687805175781,-110.298683166504
456,133,4,Goodyear,33.4362983703613,-112.358299255371
457,134,4,"Arizona city",32.7508811950684,-111.671119689941
458,128,4,Prescott,34.5414199829102,-112.468727111816
459,132,4,Marana,32.4605712890625,-111.218109130859
460,133,4,Surprise,33.6386108398438,-112.326942443848
461,133,4,Glendale,33.5385818481445,-112.186279296875
462,134,4,"Apache junction",33.398314,-111.535346
463,133,4,Wickenburg,33.969970703125,-112.731506347656
464,138,4,Tsaile,36.303381,-109.218598
465,130,4,"Arizona/californa border",34.9247196,-114.6257723
466,133,4,Ahwatukee/phoenix/gilbert/chandler,33.3033790588379,-111.840827941895
467,139,4,Quartzsite,33.666976,-114.217504
468,130,4,Franconia,34.7383918762207,-114.259971618652
469,140,4,Safford,32.8343696594238,-109.708236694336
470,139,4,Vicksburg,33.727157,-113.825943
471,133,4,Gilbert,33.3290405273438,-111.789756774902
472,133,4,"Gila bend",32.9472618103027,-112.717216491699
473,133,4,Peoria,33.5773086547852,-112.240898132324
474,133,4,Scottsdale,33.4939994812012,-111.920692443848
475,141,4,Yuma,32.6848487854004,-114.624610900879
476,137,4,"Sierra vita",31.5694808959961,-110.274681091309
477,141,4,Mohawk,32.7291488647461,-113.740127563477
478,135,4,"Rio rico",31.498168,-110.987798
479,133,4,"Peoria, phoenix, tempe, chandler",33.3034896850586,-111.839752197266
480,141,4,Wellton,32.672721862793,-114.147163391113
481,135,4,Tumacacori,31.5735893249512,-111.052177429199
482,130,4,"Bullhead city",35.1257019042969,-114.578437805176
483,-1,4,"Hwy 260/hwy 277",34.0489281,-111.0937311
484,134,4,"Chandler/casa grande",32.9331932067871,-111.723838806152
485,134,4,"Casa grande",32.8795394897461,-111.75032043457
486,129,4,Miami,33.3985404968262,-110.87052154541
487,136,4,Kykotsmovi,35.8764305114746,-110.639747619629
488,139,4,Bouse,33.898438,-113.996245
489,134,4,Maricopa,33.0584716796875,-112.048011779785
490,133,4,"N. phoenix",33.6407699584961,-112.030853271484
491,133,4,"Mesa (queen creek)",33.4170417785645,-111.83145904541
492,133,4,Cashion,33.4354705810547,-112.29727935791
493,130,4,"Wikieup/nothing (between)",34.4800159,-113.3359264
494,133,4,"North phoenix",33.6407699584961,-112.030853271484
495,133,4,Wikieup/wickenburg,33.6559410095215,-112.386268615723
496,128,4,"Congress (near)",34.1630592346191,-112.846260070801
497,133,4,"Fountain hills",33.606701,-111.737015
498,133,4,Wittmann,33.775074,-112.525235
499,139,4,Wenden,33.832437,-113.543231
500,138,4,"Highway 85 (southbound)",34.0304183959961,-109.296440124512
501,132,4,"Oro valley",32.422094,-110.976235
502,-1,4,"Interstate 8",32.8637312,-113.1654491
503,138,4,Springerville,34.15423,-109.29674
504,133,4,Buckeye,33.3704605102539,-112.590103149414
505,-1,4,"Arizona or colorano (inflight sighting)",34.0489281,-111.0937311
506,133,4,Wickenberg,33.969970703125,-112.731506347656
507,138,4,Chinle,36.150794,-109.576459
508,133,4,"Circle city",33.8165588378906,-112.579086303711
509,132,4,"Green valley",31.831847,-111.025471
510,132,4,"Marana/tucson (north of)",32.4511528015137,-111.339126586914
511,134,4,Eloy,32.7524185180664,-111.555549621582
512,134,4,"Near casa grande",32.8795394897461,-111.75032043457
513,133,4,"Gila bend (near)",32.9472618103027,-112.717216491699
514,136,4,"Clay springs",34.359259,-110.304334
515,132,4,Ajo,32.3729782104492,-112.86287689209
516,133,4,"Mesa (nne of)",33.4170417785645,-111.83145904541
517,131,4,"Tuba city",36.125013,-111.246742
518,133,4,Tonopah,33.4922103881836,-112.936912536621
519,129,4,Strawberry,34.403132,-111.497805
520,136,4,"Show low",34.236815,-110.031123
521,131,4,"Flagstaff (near)",35.1982002258301,-111.651298522949
522,133,4,"Paradise valley",33.552157,-111.960845
523,139,4,Parker,34.1498794555664,-114.288803100586
524,128,4,Bagdad,34.577109,-113.177008
525,133,4,Gilbert/chandler,33.2665100097656,-111.789581298828
526,130,4,Wikieup/kingman,35.2013931274414,-114.02075958252
527,133,4,Avondale,33.4404983520508,-112.349662780762
528,130,4,"Mohawk valley mtns.",36.917652130127,-113.937400817871
529,130,4,"Beaver dam",36.907305,-113.938597
530,128,4,Wilhoit,34.408233,-112.615635
