123	Auburn-Lewiston	KLEW	24	44.05	-70.28
124	Auburn-Opelika Airport	KAUO	2	32.62	-85.43
125	Audubon Park	KAUD	20	29.93	-90.13
126	Audubon, Audubon County Airport	KADU	14	41.7	-94.92
127	Aurora State	K3S2	45	45.25	-122.77
128	Aurora, Aurora Municipal Airport	KAUH	33	40.89	-97.99
129	Aurora, Buckley Air Force Base Airport	KBKF	7	39.71	-104.76
130	Austin	KU31	40	39.5	-117.08
131	Austin Municipal	KAUM	26	43.67	-92.93
132	Avon Park Gunnery Range	KAGR	11	27.65	-81.33
133	Aztec, Nm.		37	36.83	-107.9
134	BAKER MUNICIPAL AIRPORT	KBKE	45	44.83	-117.82
135	BAKERSFIELD MEADOWS FIELD	KBFL	6	35.43	-119.05
136	BALTIMORE DOWNTOWN	KDMH	23	39.28	-76.62
137	BALTIMORE-WASHINGTON INTERNATIONAL 	KBWI	23	39.17	-76.68
138	BANGOR INT'L AIRPORT	KBGR	24	44.8	-68.82
139	BARKLEY REGIONAL AIRPORT	KPAH	19	37.05	-88.77
140	BARSTOW-DAGGETT AIRPORT	KDAG	6	34.85	-116.78
141	BARTLESVILLE MUNICIPAL AIRPORT 	KBVO	43	36.77	-96.02
142	BATON ROUGE METRO RYAN FIELD	KBTR	20	30.53	-91.15
143	BATTEN INTERNATIONAL AIRPORT	KRAC	63	42.77	-87.82
144	BAUDETTE INTERNATIONAL AIRPORT	KBDE	26	48.73	-94.62
145	BEAUFORT MCAS	KNBC	53	32.48	-80.72
146	BEAUFORT SMITH FIELD	KMRH	31	34.73	-76.65
147	BEDFORD HANSCOM FIELD	KBED	21	42.47	-71.3
148	BELLINGHAM INTERNATIONAL AIRPORT	KBLI	62	48.8	-122.53
149	BENNINGTON MORSE STATE AIRPORT 	KDDH	61	42.88	-73.25
150	BERLIN MUNICIPAL AIRPORT	KBML	35	44.58	-71.18
151	BERT MOONEY AIRPORT	KBTM	29	45.97	-112.5
152	BETHEL AIRPORT	PABE	1	60.78	-161.83
153	BETTLES AIRPORT	PABT	1	66.9	-151.52
154	BEVERLY MUNICIPAL AIRPORT	KBVY	21	42.58	-70.92
155	BIG PINEY-MARBLETON AIRPORT	KBPI	65	42.58	-110.1
156	BINGHAMTON REGIONAL AIRPORT	KBGM	41	42.2	-75.98
157	BIRMINGHAM INT'L AIRPORT	KBHM	2	33.57	-86.75
158	BISBEE DOUGLAS INTERNATIONAL AIRPORT 	KDUG	4	31.47	-109.6
159	BISHOP AIRPORT	KBIH	6	37.37	-118.37
160	BISMARCK MUNICIPAL AIRPORT	KBIS	32	46.78	-100.75
161	BLUE CANYON AIRPORT	KBLU	6	39.28	-120.7
162	BLUEFIELD MERCER COUNTY AIRPORT 	KBLF	64	37.3	-81.2
163	BLYTHE AIRPORT	KBLH	6	33.62	-114.72
164	BLYTHEVILLE MUNICIPAL AIRPORT 	KHKA	3	35.93	-89.83
165	BOGUE FIELD, MCALF	KNJM	31	34.7	-77.03
166	BOISE AIR TERMINAL	KBOI	15	43.57	-116.23
167	BORGER HUTCHINSON CO AIRPORT 	KBGD	57	35.7	-101.4
168	BOSCOBEL AIRPORT	KOVS	63	43.15	-90.68
169	BOSTON LOGAN INTERNATIONAL	KBOS	21	42.37	-71.02
170	BOWLING GREEN-WARREN CO RGNL	KBWG	19	36.97	-86.42
171	BOWMAN FIELD	KLOU	19	38.23	-85.67
172	BOZEMAN GALLATIN FIELD	KBZN	29	45.78	-111.15
173	BRADFORD REGIONAL AIRPORT	KBFD	46	41.8	-78.63
174	BRADLEY INTERNATIONAL AIRPORT 	KBDL	8	41.93	-72.68
175	BRAINERD-CROW WING CO AIRPORT 	KBRD	26	46.4	-94.13
176	BRAZORIA COUNTY AIRPORT	KLBX	57	29.12	-95.47
177	BROKEN BOW MUNICIPAL AIRPORT	KBBW	33	41.43	-99.63
178	BROOKSVILLE HERNANDO CO AIRPORT 	KBKV	11	28.47	-82.45
179	BROWNSVILLE/SOUTH PADRE IS	KBRO	57	25.9	-97.42
180	BRUNSWICK MC KINNON AIRPORT 	KSSI	12	31.15	-81.38
181	BRUNSWICK NAVAL AIR STN	KNHZ	24	43.9	-69.93
182	BRYCE CANYON AIRPORT	KBCE	58	37.7	-112.15
183	BUFFALO	K2WX	54	45.6	-103.55
184	BUFFALO JOHNSON COUNTY AIRPORT 	KBYG	65	44.38	-106.72
185	BURBANK-GLENDALE-PASADENA	KBUR	6	34.2	-118.37
186	BURLEY MUNICIPAL AIRPORT	KBYI	15	42.55	-113.77
187	BURLINGTON ALAMANCE REGIONAL	KBUY	31	36.03	-79.47
188	BURLINGTON CARSON COUNTY	KITR	7	39.25	-102.28
189	BURLINGTON INTERNATIONAL	KBTV	61	44.47	-73.15
190	BURLINGTON REGIONAL AIRPORT	KBRL	14	40.77	-91.13
191	BURNET MUNICIPAL CRADDOCK FIELD	KBMQ	57	30.73	-98.23
192	BURNS MUNICIPAL AIRPORT	KBNO	45	43.6	-118.95
193	BUTLER COUNTY REGIONAL AIRPORT 	KHAO	42	39.37	-84.52
194	Bad Axe, Huron County Memorial Airport	KBAX	25	43.78	-82.99
195	Bainbridge, Decatur County Industrial Air Park Airport	KBGE	12	30.97	-84.63
196	Baltimore / DC Nexrad	KLWX	23	38.98	-77.48
197	Baltimore / Martin	KMTN	23	39.33	-76.42
198	Bar Harbor, Hancock County-Bar Harbor Airport	KBHB	24	44.45	-68.37
199	Baraboo, Baraboo Wisconsin Dells Airport	KDLL	63	43.52	-89.77
200	Barksdale Air Force Base	KBAD	20	32.5	-93.67
201	Barnegat Coast Guard Station	KN78	36	39.77	-74.1
202	Barnes County Municipal Airport	KBAC	32	46.94	-98.02
203	Barter Island Distant Early Warning 	PBTI	1	70.13	-143.58
204	Barter Island, Barter Island LRRS Airport	PABA	1	70.13	-143.58
205	Bartow Municipal	KBOW	11	27.95	-81.78
206	Bastrop, Morehouse Memorial Airport	K2F8	20	32.76	-91.88
207	Batesville, Batesville Regional Airport	KBVX	3	35.73	-91.65
208	Bath	K41G	25	42.85	-84.48
209	Battle Mountain	KB23	40	40.6	-116.87
210	Bay City, Bay City Municipal Airport	KBYY	57	28.97	-95.86
211	Bay Shore / Fire Island	K45N	41	40.63	-73.27
212	Bay St. Louis, Stennis International Airport	KHSA	28	30.37	-89.45
213	Beach Airport Beach	K20U	32	46.93	-103.98
214	Bear Island Coast Guard Station	K9B5	24	44.28	-68.27
215	Beatrice Municipal	KBIE	33	40.3	-96.75
216	Beaumont	KBUO	6	33.93	-116.97
217	Beaver Falls Airport	KBVI	46	40.77	-80.4
218	Beaver Island, Beaver Island Airport	KSJX	25	45.69	-85.57
219	Beaver Rim	KBVR	65	42.58	-108.28
220	Bedford, Bedford County Airport	KHMZ	46	40.09	-78.51
221	Belen Alexander Muni	KE80	37	34.65	-106.83
222	Bellaire, Antrim County Airport	KACB	25	44.99	-85.2
223	Belle Fourche	KBFU	65	43.93	-105.45
224	Belle Fourche, Belle Fourche Municipal Airport	KEFC	54	44.73	-103.87
225	Belle Isle Coast Guard Station	K31G	25	42.33	-82.97
226	Belleville, Scott AFB/MidAmerica Airport	KBLV	16	38.55	-89.85
227	Belmar-Farmingdale	KBLM	36	40.18	-74.13
228	Bemidji	KBJI	26	47.5	-94.93
229	Benson Municipal	KBBB	26	45.32	-95.65
230	Bentonville, Bentonville Municipal Airport/Louise M Thaden Field	KVBT	3	36.35	-94.22
231	Bethel, Bethel Airport	KBET	1	60.79	-161.83
232	Bettles, Bettles Airport	KBTT	1	66.92	-151.51
233	Big Delta Arctic Weather	PABG	1	64	-145.72
234	Big Rapids, Roben-Hood Airport	KRQB	25	43.72	-85.5
235	Big River Lake	PALV	1	60.82	-152.3
236	Big Spring, Big Spring McMahon-Wrinkle Airport	KT49	57	32.2	-101.52
237	Bigfork, Bigfork Municipal Airport	KFOZ	26	47.78	-93.65
238	Biggs Army Air Field / Ft. Bliss	KBIF	57	31.85	-106.38
239	Billing Yell Nexrad	KBLX	29	45.85	-108.61
240	Biloxi, Keesler Air Force Base, Navu	BIX3	28	30.41	-88.92
241	Biorka Island Supplementary Aviation Weather Reporting Station	PAJB	1	56.85	-135.53
242	Birchwood, Birchwood Airport	PABV	1	61.42	-149.52
243	Birmingham Nexrad	KBMX	2	33.17	-86.75
244	Bittercreek	KBIT	65	41.65	-108.58
245	Blacksburg, Va.		59	37.2	-80.42
246	Blakely, Early County Airport	K11J	12	31.4	-84.9
247	Blanding 	K4BL	58	37.62	-109.47
248	Block Island, Block Island State Airport	KBID	51	41.17	-71.57
249	Bloomfield, Mo.			36.88	-89.97
250	Bloomington/Normal, Central Illinois Regional Airport at Bloomington-Normal	KBMI	16	40.48	-88.92
251	Blue Hill Obs. Ma.			42.22	-71.12
252	Blue River, Wi.			43.22	-90.53
253	Blunts Reef Coast Guard Station	K84Q	6	40.43	-124.5
254	Boca Raton, Boca Raton Airport	KBCT	11	26.38	-80.11
255	Bodega Bay Coast Guard Light Station	K92Q	6	38.32	-123.05
256	Bogalusa	KGVB	20	30.88	-89.86
257	Bogalusa, George R Carr Memorial Air Field	KBXA	20	30.81	-89.86
258	Boomvang	KVAF	57	27.35	-94.63
259	Boone Municipal	KBNW	14	42.05	-93.85
260	Boone, Watauga County Hospital Heliport	KTNB	31	36.2	-81.65
261	Boothville	KBVE	20	29.33	-89.4
262	Boothville Heliport	K1B7	20	29.35	-89.43
263	Bordeaux	KBRX	65	41.93	-104.95
264	Boston / Hull Coast Guard Light Station	K29B	21	42.32	-70.88
265	Boston Nexrad	KBOX	21	41.95	-71.13
266	Bowman, Bowman Municipal Airport	KBPP	32	46.19	-103.43
267	Bradford / Rinkenberg	KBDF	16	41.23	-89.62
268	Bradshaw Army Air Field / Hawaii	PHSF	13	19.78	-155.55
269	Brady, Curtis Field Airport	KBBD	57	31.18	-99.32
270	Brant Point Coast Guard Station	K45B	21	41.28	-70.08
271	Brazos 133	KBBF	57	27.84	-96.01
272	Brazos 451	KBQX	57	28.49	-95.72
273	Bremerton, Bremerton National Airport	KPWT	62	47.5	-122.75
274	Brenham, Brenham Municipal Airport	K11R	57	30.22	-96.37
275	Brewster Field Airport	KHDE	33	40.45	-99.33
276	Bridgeport, Bridgeport Municipal Airport	KXBP	57	33.18	-97.83
277	Broadus 	K4BQ	29	45.43	-105.4
278	Bronx / Execution Coast Guard Station	KN84	41	40.88	-73.73
279	Brookings	K4BK	45	42.05	-124.28
280	Brookings, Brookings Airport	KBOK	45	42.07	-124.29
281	Brookings, Brookings Municipal Airport	KBKX	54	44.3	-96.82
282	Broomfield / Jeffco	KBJC	7	39.92	-105.12
283	Browning, Starr-Browning Airstrip	K8S0	29	48.6	-113.11
284	Brownwood, Brownwood Regional Airport	KBWD	57	31.8	-98.95
285	Brunswick / Glynco	KBQK	12	31.25	-81.47
286	Buckhannon, Upshur County Regional Airport	KW22	64	39	-80.27
287	Buckland, Buckland Airport	PABL	1	65.98	-161.15
288	Buena Vista	KAEJ	7	38.81	-106.12
289	Buffalo Coast Guard Station	K19G	41	42.88	-78.88
290	Buffalo, Buffalo Municipal Airport	KCFE	26	45.16	-93.84
291	Bullfrog Marina	KU17	58	37.5	-110.7
292	Bullhead City	KP06	4	35.17	-114.57
293	Bullhead City, Laughlin/Bullhead International Airport	KIFP	4	35.16	-114.56
294	Burlington / Mt Vern	K75S	62	48.47	-122.42
295	Burlington, Burlington Municipal Airport	KC52	63	42.69	-88.3
296	Burlington, Coffey County Airport	KUKL	18	38.3	-95.73
297	Burlington/Mount Vernon, Skagit Regional Airport	KBVS	62	48.47	-122.42
298	Burney	KBNY	6	40.88	-121.67
299	Burrows Island	KS38	62	48.08	-122.1
300	Butler, Butler County Airport/K W Scholter Field	KBTP	46	40.78	-79.95
301	Butte La Rose	KBCG	20	30.12	-91.55
302	Buzzards Bay Coast Guard Light Station	K33B	21	41.38	-71.03
303	CABINESS FIELD	KNGW	57	28.17	-97.72
304	CALDWELL ESSEX COUNTY AIRPORT 	KCDW	36	40.88	-74.28
305	CAMARILLO AIRPORT	KCMA	6	34.22	-119.08
306	CAMP MABRY/AUSTIN CITY ASOS	KATT	57	30.32	-97.77
307	CAPE GIRARDEAU REGIONAL	KCGI	27	37.23	-89.58
308	CAPITAL CITY AIRPORT	KLAN	25	42.78	-84.58
309	CARIBOU MUNICIPAL AIRPORT	KCAR	24	46.87	-68.02
310	CARLSBAD CAVERN CITY	KCNM	37	32.33	-104.27
311	CARLSBAD MCCLELLAN-PALOMAR	KCRQ	6	33.13	-117.28
312	CARTERSVILLE AIRPORT	KVPC	12	34.13	-84.85
313	CEDAR CITY MUN AIRPORT	KCDC	58	37.7	-113.1
314	CEDAR RAPIDS AIRPORT	KCID	14	41.88	-91.72
315	CENTRAL NEBRASKA REGIONAL	KGRI	33	40.97	-98.32
316	CHADRON MUNICIPAL AIRPORT	KCDR	33	42.83	-103.1
317	CHAMBERLAIN MUNICIPAL AIRPORT	K9V9	54	43.77	-99.32
318	CHANDLER FIELD	KAXN	26	45.87	-95.4
319	CHANUTE JOHNSON AIRPORT	KCNU	18	37.67	-95.48
320	CHAPEL HILL WILLIAMS AIRPORT	KIGX	31	35.93	-79.07
321	CHARLESTON INT'L AIRPORT	KCHS	53	32.9	-80.03
322	CHARLOTTE/DOUGLAS INTERNATIONAL 	KCLT	31	35.22	-80.95
323	CHARLOTTESVILLE-ALBEMARLE	KCHO	59	38.13	-78.45
324	CHATHAM MUNICIPAL AIRPORT	KCQX	21	41.68	-70
325	CHAUTAUQUA COUNTY/DUNKIRK	KDKK	41	42.5	-79.28
326	CHERRY CAPITAL AIRPORT	KTVC	25	44.73	-85.57
327	CHEYENNE AIRPORT	KCYS	65	41.15	-104.8
328	CHICAGO AURORA MUNICIPAL	KARR	16	41.77	-88.47
329	CHICAGO EXECUTIVE AIRPORT	KPWK	16	42.12	-87.9
330	CHICAGO MIDWAY AIRPORT	KMDW	16	41.78	-87.75
331	CHICAGO O'HARE INTERNATIONAL	KORD	16	41.98	-87.92
332	CHICAGO/WAUKEGAN REGIONAL	KUGN	16	42.42	-87.87
333	CHICAGO/WEST CH DUPAGE	KDPA	16	41.9	-88.25
334	CHILDRESS MUNICIPAL AIRPORT	KCDS	57	34.43	-100.28
335	CHILLICOTHE AGRI-SCIENCE CTR	KCDJ	27	39.82	-93.58
336	CHINO AIRPORT	KCNO	6	33.97	-117.63
337	CHISHOLM-HIBBING AIRPORT	KHIB	26	47.38	-92.83
338	CHOCTAW, WHITING FIELD, NOLF	KNFJ	11	30.5	-86.95
339	CINCINNATI MUN LUNKEN FLD	KLUK	42	39.1	-84.42
340	CINCINNATI/NORTHERN KY INTERNATIONAL 	KCVG	19	39.05	-84.67
341	CLARKSVILLE OUTLAW FIELD	KCKV	56	36.62	-87.42
342	CLAYTON MUNICIPAL AIRPARK	KCAO	37	36.45	-103.15
343	CLEARFIELD-LAWRENCE AIRPORT	KFIG	46	41.05	-78.42
344	CLEMSON-OCONEE COUNTY AIRPORT 	KCEU	53	34.67	-82.88
345	CLEVELAND BURKE LAKEFRONT	KBKL	42	41.53	-81.67
346	CLEVELAND-HOPKINS INTERNATIONAL 	KCLE	42	41.4	-81.85
347	CLINTON-SHERMAN AIRPORT	KCSM	43	35.35	-99.2
348	COFFEYVILLE MUNICIPAL AIRPORT 	KCFV	18	37.08	-95.57
349	COLD BAY AIRPORT	PACD	1	55.22	-162.73
350	COLLEGE STN EASTERWOOD FIELD	KCLL	57	30.58	-96.37
351	COLLIN CNTY REGIONAL AIRPORT	KTKI	57	33.18	-96.58
352	COLORADO PLAINS REGIONAL	KAKO	7	40.17	-103.22
353	COLORADO SPRINGS MUNI	KCOS	7	38.82	-104.72
354	COLUMBIA METROPOLITAN AIRPORT 	KCAE	53	33.95	-81.12
355	COLUMBIA REGIONAL AIRPORT	KCOU	27	38.82	-92.22
356	COLUMBUS METROPOLITAN AIRPORT 	KCSG	12	32.52	-84.95
357	CONCORD BUCHANAN FIELD	KCCR	6	38	-122.05
358	COPPER HARBOR	KP59	25	47.47	-87.88
359	CORPUS CHRISTI INTERNATIONAL 	KCRP	57	27.77	-97.52
360	CORPUS CHRISTI NAVAL AIR STN	KNGP	57	27.68	-97.28
361	CORSICANA AIRFIELD	KCRS	57	32.02	-96.38
362	CORTEZ MONTEZUMA COUNTY AIRPORT 	KCEZ	7	37.3	-108.63
363	COTULLA-LASALLE COUNTY AIRPORT 	KCOT	57	28.45	-99.22
364	COX DAYTON INTERNATIONAL	KDAY	42	39.9	-84.22
365	CRAIG MOFFAT AIRPORT	KCAG	7	40.5	-107.52
366	CRESCENT CITY MC NAMARA	KCEC	6	41.78	-124.23
367	CRESTVIEW SIKES AIRPORT	KCEW	11	30.77	-86.52
368	CROSS CITY AIRPORT	KCTY	11	29.63	-83.1
369	CROSSVILLE MEMORIAL AIRPORT 	KCSV	56	35.95	-85.08
370	CRYSTAL AIRPORT	KMIC	26	45.07	-93.35
371	CUSTER COUNTY AIRPORT	KCUT	54	43.73	-103.62
372	CUT BANK MUNICIPAL AIRPORT	KCTB	29	48.6	-112.38
373	CYRIL E. KING INT'L AIRPORT .	KSTT		18.33	-64.98
374	Cabrillo Beach	KL14	6	33.72	-118.28
375	Cadillac / Wexford County	KCAD	25	44.28	-85.42
376	Cairns Army Air Field / Ozark	KOZR	2	31.28	-85.72
377	Cairo, Cairo Regional Airport	KCIR	16	37.06	-89.22
378	Calcasieu Coast Guard Station	K8R6	20	29.78	-93.35
379	Caldwell, Caldwell Industrial Airport	KEUL	15	43.63	-116.63
380	Caldwell, Caldwell Municipal Airport	KRWV	57	30.52	-96.7
381	Calexico, Calexico International Airport	KCWL	6	32.67	-115.51
382	Caliente	KP38	40	37.61	-114.53
383	Calverton / Grumman	KCTO	41	40.92	-72.78
384	Cambridge Municipal	KCBG	26	45.57	-93.27
385	Camden / Harrell Field	KCDH	3	33.62	-92.77
386	Cameron Heliport	K7R5	20	29.78	-93.3
387	Camp San Luis Airport 	KCSL	6	35.33	-120.73
388	Camp Springs / Andrews Air Force Base	KADW	23	38.82	-76.85
389	Campo	KCZZ	6	32.63	-116.47
390	Canadian, Hemphill County Airport	KHHF	57	35.9	-100.4
391	Cando Municipal Airport	K9D7	32	48.48	-99.24
392	Cannon Air Force Base / Clovis	KCVS	37	34.38	-103.32
393	Canton, Cherokee County Airport	K47A	12	34.31	-84.42
394	Cantwell, Cantwell	PATW	1	62.4	-148.9
395	Cape Blanco Coast Guard Station	K92S	45	42.83	-124.57
396	Cape Charles Coast Guard Station	KW51	59	37.25	-76
397	Cape Decision Automatic Meteorological Observing System 		1	56	-134.13
398	Cape Disappointment	K82S	62	46.28	-124.05
399	Cape Flattery Coast Guard Light Station	K93S	62	48.38	-124.73
400	Cape Hatteras	KHAT	31	35.27	-75.55
401	Cape Henry Coast Guard Light Station	K62W	59	36.93	-76
402	Cape Hinchinbrook			60.23	-146.65
403	Cape Lisburne, Cape Lisburne LRRS Airport	PALU	1	68.88	-166.1
404	Cape Lookout Coast Guard Station	K77W	31	34.6	-76.53
405	Cape May Coast Guard Station	KN91	36	38.95	-74.88
406	Cape Neddick Coast Guard Light Station	K27B	24	43.17	-70.6
407	Cape Newenham, Cape Newenham LRRS Airport	PAEH	1	58.65	-162.07
408	Cape Romanzof, Cape Romanzof LRRS Airport	PACZ	1	61.78	-166.03
409	Cape Saint Elias	PACP	1	59.8	-144.6
410	Cape San Blas Coast Guard Station	K1J4	11	29.68	-85.37
